title	genres
Asfalttilampaat (1968)	Drama
On the Threshold (Lars i porten)  (1984)	Children|Drama
My Name is Khan (2010)	Drama|Romance
Alice in Wonderland (2010)	Adventure|Fantasy|IMAX
Town Called Panic, A (Panique au village) (2009)	Animation
Green Zone (2010)	Action|Drama|Thriller|War
Call of the Wild, The (1935)	Action|Adventure|Drama|Romance|Western
44 Inch Chest (2009)	Crime|Drama
Fall of the Roman Empire, The (1964)	Drama
Ajami (2009)	Crime|Drama
From Paris with Love (2010)	Action|Crime
Strategic Air Command (1955)	Action|Drama
Boy Friend, The (1971)	Comedy|Musical|Romance
Road Trip: Beer Pong (2009)	Comedy
Dorian Gray (2009)	Drama|Horror|Sci-Fi
That Sinking Feeling (1980)	Comedy
Taras Bulba (1962)	Action|Adventure|Drama|Romance|War
Greenberg (2010)	Comedy|Drama
Two-Minute Warning (1976)	Drama|Thriller
Brooklyn's Finest (2010)	Crime|Drama|Thriller
She's Out of My League (2010)	Comedy
Harry Brown (2009)	Crime|Drama|Thriller
Dead Outside, The (2008)	Horror|Mystery|Thriller
Mysteries of Pittsburgh, The (2008)	Adventure|Comedy|Drama
Never Forever (2007)	Drama|Romance
Remember Me (2010)	Drama|Romance
Failan (2001)	Drama|Romance
Teenage Caveman (2002)	Horror|Sci-Fi|Thriller
Night Stalker, The (1972)	Horror|Thriller
Skeleton Crew (2009)	Horror
Cool World, The (1964)	Crime|Drama
Posse (1993)	Western
Joy Ride 2: Dead Ahead (2008)	Action|Horror|Thriller
Vinyan (2008)	Drama|Horror|Thriller
Burrowers, The (2008)	Horror|Thriller|Western
MR 73 (a.k.a. The Last Deadly Mission) (2008)	Crime|Drama|Thriller
Frozen (2010)	Drama|Horror|Thriller
Torrid Zone (1940)	Action|Adventure|Comedy
Rosvo Roope (1949)	Drama|Romance
ZMD: Zombies of Mass Destruction (2009)	Comedy|Horror
Carter, The (2009)	Documentary
Lupin III: Sweet Lost Night (Rupan Sansei: Sweet Lost Night) (2008)	Action|Animation|Comedy|Crime|Drama|Mystery|Romance|Thriller
Blade of the Ripper (1971)	Drama|Horror|Mystery|Romance|Thriller
Generation X (1996)	Action|Adventure|Sci-Fi
Girl of Finland (Lapualaismorsian) (1967)	Drama
Devil's Eye, The (Djävulens öga) (1960)	Comedy|Drama|Fantasy
Survival of the Dead (2009)	Horror
Way You Wanted Me, The (Sellaisena kuin sinä minut halusit) (1944)	Drama|Romance
Wrestler, The (Painija) (1985)	Comedy|Drama|Fantasy
Skin, Skin (Käpy selän alla) (1966)	Drama
Nine Dead (2010)	Crime|Mystery|Thriller
Will Ferrell: You're Welcome America - A Final Night with George W Bush (2009)	Comedy
Invisible Stripes (1939)	Crime|Drama
Little Ashes (2008)	Drama
Our Family Wedding (2010)	Comedy
Bounty Hunter, The (2010)	Action|Comedy|Romance
Dead Man Running (2009)	Action|Crime|Drama|Thriller
Leaves of Grass (2009)	Comedy|Crime|Drama|Thriller
Women in Trouble (2009)	Comedy
Afghan Star (2009)	Documentary
I Was A Communist for the FBI (1951)	Drama|Film-Noir|Thriller
Combat Shock (1986)	Drama|Horror|War
Card Player, The (Il cartaio) (2004)	Crime|Horror|Mystery|Thriller
Hollywood Revue of 1929, The (1929)	Musical
Haunted Echoes (2008)	Thriller
Possession (2009)	Drama|Horror|Mystery|Romance|Thriller
Deadly Prey (1987)	Action|Adventure|War
Seventh Veil, The (1945)	Drama
Mondo Cane (1962)	Documentary
Egyptian, The (1954)	Drama
Egg and I, The (1947)	Comedy|Romance
Brass Monkey (1948)	Comedy|Crime|Drama|Mystery
Frightened City, The (1961)	Crime|Drama|Film-Noir
Who Are you Polly Maggoo (Qui êtes-vous, Polly Maggoo?) (1966)	Comedy
North Face (Nordwand) (2008)	Adventure|Drama
Repo Men (2010)	Action|Sci-Fi|Thriller
Apprenticeship of Duddy Kravitz, The (1974)	Comedy|Drama
Brothers Karamazov, The (1958)	Drama
Buccaneer, The (1958)	Adventure|Drama|Romance|War
Restless Blood (Levoton veri) (1946)	Drama|Romance|Thriller
Case 39 (2009)	Horror|Thriller
After Last Season (2009)	Drama|Thriller
Cross: The Arthur Blessitt Story, The (2009)	Documentary
Guest of Cindy Sherman (2008)	Documentary
Delhi-6 (2009)	Comedy|Crime|Drama
Oceans (Océans) (2009)	Documentary|Drama
New York (2009)	Crime|Drama|Thriller
Slammin' Salmon, The (2009)	Comedy
Your Vice is a Locked Room and Only I Have the Key (1972)	Horror|Mystery|Thriller
Cookers (2001)	Drama|Horror|Thriller
Hot Tub Time Machine (2010)	Comedy|Sci-Fi
Chloe (2009)	Drama|Thriller
Blackwoods (2002)	Drama|Thriller
Trash (1970)	Drama
Zift (2008)	Crime|Drama|Mystery
Flesh and the Devil (1926)	Drama|Romance
Mother (Madeo) (2009)	Crime|Drama|Mystery|Thriller
How to Train Your Dragon (2010)	Adventure|Animation|Children|Fantasy|IMAX
Tom and Jerry: The Movie (1992)	Animation|Children|Comedy
About Elly (Darbareye Elly) (2009)	Drama|Mystery
King and the Clown, The (Wang-ui namja) (2005)	Drama|Thriller
Extreme Movie (2008)	Comedy
Dark Mirror (2007)	Thriller
You're a Good Man, Charlie Brown (1985)	Animation|Comedy|Musical
Universal Soldier: Regeneration (2009)	Action|Drama|Sci-Fi|Thriller
B.N.B. (Bunty Aur Babli) (2005)	Adventure|Comedy|Crime
Sherlock Holmes in Pearl of Death (Pearl of Death, The) (1944)	Crime|Horror|Mystery|Thriller
Lumiere and Company (Lumière et compagnie) (1995)	Documentary
Bone Man, The (Der Knochenmann) (2009)	Crime|Thriller
Scar (2007)	Crime|Horror|Thriller
I Hate Valentine's Day (2009)	Comedy|Romance
Ollin oppivuodet (1920)	Drama
Zizek! (2005)	Documentary
Lupin III: First Contact (Rupan Sansei: Faasuto Kontakuto) (2002)	Action|Animation|Comedy|Crime|Drama|Mystery|Romance|Thriller
Yuki & Nina (2009)	Drama
Air Doll (Kûki ningyô) (2009)	Drama
Come Sweet Death (Komm, süsser Tod) (2000)	Comedy|Mystery|Thriller
India (Indien) (1993)	Comedy|Drama
Micmacs (Micmacs à tire-larigot) (2009)	Comedy|Crime
Clash of the Titans (2010)	Action|Adventure|Drama|Fantasy
Rockabilly Vampire (1996)	Comedy|Horror
Miss Météo (2005)	Comedy|Drama
White Mane (Crin blanc: Le cheval sauvage) (1953)	Drama
Growth (2009)	Sci-Fi|Thriller
Cremator, The (Spalovac mrtvol) (1969)	Comedy|Drama|Horror|Thriller
Defendor (2009)	Comedy|Crime|Drama
Bass Ackwards (2010)	Drama
One 2 Ka 4 (2001)	Action|Comedy|Drama
Shakthi: The Power (2002)	Action|Drama
Glorious 39 (2009)	Drama|Romance|Thriller|War
Kick-Ass (2010)	Action|Comedy
Varg Veum - Bitter Flowers (Varg Veum - Bitre Blomster) (2007)	Crime|Drama|Thriller
Varg Veum - Fallen Angels (Varg Veum - Falne Engler) (2008)	Crime|Drama|Thriller
Chalte Chalte (2003)	Drama
Five Minutes of Heaven (2009)	Crime|Drama|Thriller
Hanging Tree, The (1959)	Drama|Romance|Western
Cain and Mabel (1936)	Comedy|Musical|Romance
Swastika (1973)	Documentary
Karan Arjun (1995)	Drama
Date Night (2010)	Action|Comedy|Romance
Pit and the Pendulum, The (1991)	Horror
Emperor's New Groove 2: Kronk's New Groove, The (2005)	Animation|Children|Comedy
Mark of the Devil (Hexen bis aufs Blut gequält) (1970)	Drama|Horror
Brink's Job, The (1978)	Comedy|Crime|Drama
After.Life (2009)	Drama|Horror|Thriller
Dear Me (2008)	Comedy|Romance
Camille (2007)	Comedy|Drama|Romance
Virgin Queen, The (1955)	Drama|Romance
Sheepman, The (1958)	Comedy|Western
Sex Positive (2008)	Documentary
Love's Long Journey (2005)	Drama|Romance|Western
Spider-Man: The Ultimate Villain Showdown (2002)	Animation
Terry Fator: Live from Las Vegas (2009)	Comedy
Five Star Final (1931)	Drama
Downloading Nancy (2008)	Drama|Thriller
Onechanbara - Zombie Bikini Squad (a.k.a. Oneechanbara: The Movie) (2008)	Action|Horror
Movie Crazy (1932)	Comedy|Romance
Oklahoma Kid, The (1939)	Western
Don McKay (2009)	Drama|Mystery|Thriller
Taqwacore: The Birth of Punk Islam (2009)	Documentary
Grim Reaper (2007)	Horror
Steam of Life (Miesten vuoro) (2010)	Documentary
Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón) (2003)	Action|Adventure|Comedy
Angel (2007)	Drama|Romance
American Drug War: The Last White Hope (2007)	Crime|Documentary
Final, The (2010)	Drama|Horror|Thriller
Peacock (2010)	Thriller
Tillie's Punctured Romance (1914)	Comedy
Runaways, The (2010)	Drama|Musical
Steal This Film II (2007)	Documentary
Carne (1991)	Drama|Thriller
Pigsty (Porcile) (1969)	Drama|Mystery
Rembrandt's J'accuse (2008)	Documentary|Mystery
Way I Spent the End of the World, The (Cum mi-am petrecut sfarsitul lumii) (2006)	Drama
It! The Terror from Beyond Space (1958)	Horror|Sci-Fi|Thriller
Deep in the Woods (Promenons-nous dans les bois) (2000)	Horror|Thriller
Daisy (2006)	Drama|Romance
Cape No. 7 (Hái-kak chhit-ho) (2008)	Comedy|Drama|Romance
Men Who Tread on the Tiger's Tail, The (Tora no o wo fumu otokotachi) (1945)	Adventure|Drama|Thriller
Trench Road (Juoksuhaudantie) (2004)	Comedy|Drama
Oh Happy Day (2007)	Comedy|Romance
Black Waters of Echo's Pond, The (2009)	Fantasy|Horror|Thriller
Most Beautiful, The (Ichiban utsukushiku) (1944)	Drama
Razorback (1984)	Horror|Thriller
Education of Charlie Banks, The (2007)	Drama
Cooking with Stella (2009)	Drama
Until the Light Takes Us (2008)	Documentary
Angel of Death (2009)	Action|Crime|Thriller
Farewell to Arms, A (1957)	Drama|Romance|War
Caesar and Cleopatra (1945)	Comedy|Drama|War
Reclaim Your Brain (Free Rainer) (2007)	Comedy|Crime|Drama|Romance
When Dinosaurs Ruled the Earth (1970)	Adventure|Fantasy|Romance|Sci-Fi
Waking Sleeping Beauty (2009)	Animation|Documentary
Affinity (2008)	Drama|Romance
Roman Spring of Mrs. Stone, The (1961)	Drama|Romance
Wild China (2008)	Documentary
Case for Christ, The (2007)	Documentary
Ascent of Money, The (2008)	Documentary
Hot Millions (1968)	Comedy|Crime
Desperate Journey (1942)	Drama|War
Death at a Funeral (2010)	Comedy
Valhalla Rising (2009)	Action|Drama|War
Sahara (1983)	Adventure|Drama|Romance
Diary of a Wimpy Kid (2010)	Children|Comedy
Skin (2008)	Drama|Mystery
Hum Tumhare Hain Sanam (2002)	Comedy|Drama|Romance
Out of the Fog (1941)	Crime|Drama|Film-Noir
Tender Trap, The (1955)	Comedy|Musical
Caddy, The (1953)	Comedy|Musical
Hotel Reserve (1944)	Thriller
Hell Is Sold Out (1951)	Drama|Romance
Union: The Business Behind Getting High, The (2007)	Comedy|Documentary
Decision Before Dawn (1951)	Drama|War
I Am Love (Io sono l'amore) (2009)	Drama|Romance
Circle of Eight (2009)	Horror|Mystery
Ballet Shoes (2007)	Children|Drama
Disgrace (2008)	Drama
For the Love of Movies (2009)	Documentary
Aria (1987)	Comedy|Drama
Silent Partner, The (1978)	Crime|Drama|Thriller
Normal Adolescent Behavior (2007)	Drama|Romance
Hell (L'enfer) (2005)	Drama
Lego: The Adventures of Clutch Powers (2010)	Action|Animation
American Virgin (2009)	Comedy
Dogtooth (Kynodontas) (2009)	Drama
Genova (Summer in Genoa, A) (2008)	Drama|Romance
City of Life and Death (Nanjing! Nanjing!) (2009)	Drama|War
Scarecrows (1988)	Horror
Beast, The (La bête) (1975)	Drama|Fantasy|Horror|Mystery|Romance
Red Riding: 1974 (2009)	Crime|Drama|Mystery|Thriller
Red Riding: 1980 (2009)	Crime|Drama|Mystery
Don's Plum (2001)	Drama
Cellar, The (Huset vid vägens ände) (2003)	Horror|Thriller
Dunwich Horror, The (2009)	Horror
I Are You, You Am Me (Tenkosei) (1982)	Comedy
Chizuko's Younger Sister (Futari) (1991)	Drama
As Good as Dead (2010)	Thriller
Glory to the Filmmaker! (Kantoku · Banzai!) (2007)	Comedy|Drama
Achilles and the Tortoise (Akiresu to kame) (2008)	Comedy
Moment After, The (1999)	Drama|Sci-Fi|Thriller
Bananas!* (2009)	Crime|Documentary|Drama
Red Riding: 1983 (2009)	Crime|Drama|Mystery
Texas Carnival (1951)	Comedy|Musical
Losers, The (2010)	Action|Adventure|Drama|Mystery|Thriller
Tenure (2009)	Comedy
Panda! Go Panda! (Panda kopanda) (1972)	Animation|Children
Last Song, The (2010)	Drama|Romance
Chained Heat (1983)	Action|Crime|Drama|Thriller
Cyrus (2010)	Comedy|Drama|Romance
Human Centipede, The (First Sequence) (2009)	Horror
Ten Commandments, The (1923)	Drama
This Is the Army (1943)	Comedy|Musical|War
Best of Times, The (Mei li shi guang) (2001)	Crime|Drama|Thriller
Ben (1972)	Horror|Thriller
Exit Through the Gift Shop (2010)	Comedy|Documentary
Summer and Smoke (1961)	Drama|Romance
Bloody Territories (Kôiki bôryoku: ryuuketsu no shima) (1969)	Action|Crime
Stray Cat Rock: Sex Hunter (Nora-neko rokku: Sekkusu hanta) (1970)	Crime
Letting Go of God (2008)	Comedy|Documentary
King of the Zombies (1941)	Comedy|Horror
Last Voyage, The (1960)	Drama
Night Must Fall (1937)	Thriller
Night Train to Munich (1941)	Film-Noir|Thriller|War
Pinky (1949)	Drama
Tobruk (1967)	Drama|War
Stray Cat Rock: Delinquent Girl Boss (Nora-neko rokku: Onna banchô) (1970)	Action|Crime
Solomon Kane (2009)	Action|Adventure|Fantasy|Horror
Blood and Sand (1941)	Drama
Iron Man 2 (2010)	Action|Adventure|Sci-Fi|Thriller|IMAX
Lebanon (2009)	Drama|War
Johnny Angel (1945)	Crime|Drama|Film-Noir
Dark Tower, The (1943)	Drama|Thriller
Reindeerspotting - Pako joulumaasta (2010)	Documentary
Cosmos (1980)	Documentary
Marmaduke (2010)	Comedy
MacGruber (2010)	Action|Comedy
Ca$h (2010)	Crime|Thriller
Dalton, Les (2004)	Comedy|Western
Three (a.k.a. 3 Extremes II) (Saam gaang) (2002)	Horror|Mystery
Three Men and a Cradle (3 hommes et un couffin) (1985)	Comedy
When I Grow Up, I'll Be a Kangaroo (Kad porastem bicu Kengur) (2004)	Comedy
Sky Crawlers, The (Sukai kurora) (2008)	Adventure|Animation|Drama
Bridesmaid, The (Demoiselle d'honneur, La) (2004)	Drama|Romance|Thriller
Games of Love and Chance (L'esquive) (2003)	Drama|Romance
Voyager (Homo Faber) (1991)	Drama
Deathdream (a.k.a. Dead of Night) (1974)	Horror|War
Man on the Roof, The (Mannen på taket) (1976)	Action|Crime|Drama|Thriller
Vengeance (Fuk sau) (2009)	Action|Crime|Thriller
Confessions of a Gangsta (2006)	Action
Crazy Stone (Fengkuang de shitou) (2006)	Comedy|Crime
Living Death (2006)	Drama|Horror|Thriller
3 Sailors and a Girl (Three Sailors and a Girl) (1953)	Comedy|Musical
3rd Voice, The (1960)	Crime|Drama|Thriller
Getting Any? (Minnâ-yatteruka!) (1994)	Comedy
Los Bandoleros (2009)	Action|Drama
Vampire Apocalypse (2008)	Comedy|Horror
Big River Man (2009)	Documentary
7 Dollars on the Red (Sette dollari sul rosso) (1966)	Western
Aces and Eights (1936)	Western
Virtuality (2009)	Drama|Sci-Fi|Thriller
Tora-san Our Lovable Tramp (Otoko wa tsurai yo) (1969)	Comedy|Drama|Romance
Good Heart, The (2009)	Drama
Cargo (2009)	Sci-Fi
Nightmare on Elm Street, A (2010)	Fantasy|Horror|Thriller
Four Lions (2010)	Comedy|Drama
Cream Lemon (Kurîmu remon) (2004)	Comedy|Drama
Bobby Deerfield (1977)	Drama|Romance
Diary of a Nymphomaniac (Diario de una Ninfómana) (2008)	Drama
Lord, Save Us from Your Followers (2008)	Documentary
Gunless (2010)	Action|Comedy|Drama|Western
Furry Vengeance (2010)	Children|Comedy
Shock Doctrine, The (2009)	Documentary
Fine, Totally Fine (Zenzen Daijobu) (2008)	Comedy
Armadillo (2010)	Documentary|Drama
Stage Door Canteen (1943)	Comedy|Musical|Romance|War
You Don't Know Jack (2010)	Drama
St Trinian's 2: The Legend of Fritton's Gold (2009)	Adventure|Comedy
Disappearance of Alice Creed, The (2009)	Thriller
12 Angry Men (1997)	Crime|Drama
Tales of Terror (Kaidan Shin Mimibukuro) (2004)	Horror
Work of Director Michel Gondry, The (2003)	Comedy|Documentary
Robin Hood (2010)	Action|Adventure|Drama|Romance|War
L'enfance nue (Naked Childhood) (1968)	Drama
Lovers & Leavers (Kuutamolla) (2002)	Drama|Romance
Heartbeats (Kohtaamisia) (2009)	Comedy|Drama
Little Fugitive (1953)	Drama
Merantau (2009)	Action|Drama
Gold (1974)	Action|Adventure|Drama|Thriller
I'll Cry Tomorrow (1955)	Drama
Red Chapel, The (Røde kapel, Det) (2009)	Comedy|Documentary
American Gothic (1988)	Horror
Inn in Tokyo, An (Tôkyô no yado) (1935)	Drama
Chalk Garden, The (1964)	Drama
Hollywood Canteen (1944)	Comedy|Musical|Romance
Stingray Sam (2009)	Comedy|Musical|Sci-Fi|Western
In a Dark Place (2006)	Horror|Mystery|Thriller
Art & Copy (2009)	Documentary
Harishchandrachi Factory (2009)	Comedy|Drama
Bonhoeffer: Agent of Grace (2000)	Drama
Love the Beast (2009)	Documentary
Must Read After My Death (2007)	Documentary
Johnny Mad Dog (2008)	Drama|War
Sparrow (a.k.a. Cultured Bird) (Man jeuk) (2008)	Drama|Romance
Rancho Notorious (1952)	Drama|Western
Father and Son (Otets i syn) (2003)	Drama
Scavenger Hunt (1979)	Comedy
Deficit (Déficit) (2007)	Drama
Dirty Carnival, A (Biyeolhan geori) (2006)	Action|Crime|Thriller
Phantom (O Fantasma) (2000)	Drama
Donkey Skin (Peau d'âne) (1970)	Children|Drama|Fantasy|Musical|Romance
Me and Morrison (Minä ja Morrison) (2001)	Romance
Peck on the Cheek, A (Kannathil Muthamittal) (2002)	Drama|War
Times and Winds (Bes vakit) (2006)	Drama
Adam Resurrected (2008)	Drama|War
Halo Legends (2010)	Action|Animation|Sci-Fi
Ritual (Shiki-Jitsu) (2000)	Drama
Stoic (2009)	Drama
Dread (2009)	Horror
Cemetery Junction (2010)	Comedy|Drama|Romance
Hell's Highway: The True Story of Highway Safety Films (2003)	Documentary
Blue Valentine (2010)	Drama|Romance
Killers (2010)	Action|Comedy
Tora-san's Rise and Fall (Otoko wa tsurai yo: Torajiro aiaigasa) (1975)	Comedy
Tora-san's Love Call (Otoko wa tsurai yo: Torajiro koiuta) (1971)	Comedy
Esa ja Vesa - auringonlaskun ratsastajat (1994)	Action|Adventure|Comedy|Crime
Adventures of Tarzan (1921)	Action|Adventure
Velvet Vampire, The (1971)	Fantasy|Horror
Puppet Master vs. Demonic Toys (Puppet Master 9) (2004)	Comedy|Fantasy|Horror|Sci-Fi|Thriller
Ween Live in Chicago (2004)	Documentary
Sada (1998)	Drama
Aerial Gunner (1943)	Drama|War
Panama Hattie (1942)	Comedy|Musical
Lucky Night (1939)	Drama|Romance
Delusions of Grandeur (La folie des grandeurs) (1971)	Comedy
Anthropophagus: The Grim Reaper (Antropophagus) (Man Beast) (Savage Island, The) (Zombie's Rage, The) (1980)	Horror
Death and Cremation (2010)	Thriller
Buried (2010)	Mystery|Thriller
Sleep Furiously (2008)	Documentary
Parisian Love (1925)	Comedy|Crime|Drama|Romance
Girl with Green Eyes (1964)	Drama|Romance
Forbidden Door (Pintu Terlarang) (2009)	Drama|Mystery|Thriller
Ape, The (Apan) (2009)	Drama|Thriller
Life After Tomorrow (2006)	Documentary
Shake Hands with the Devil (2007)	Drama|War
Prince of Persia: The Sands of Time (2010)	Action|Adventure|Fantasy|Romance|IMAX
Artists and Models (1955)	Comedy|Musical
Please Give (2010)	Comedy|Drama
Peter & the Wolf (2006)	Animation|Musical
Hoffman (1970)	Comedy|Drama|Romance
True Legend (Su Qi-Er) (2010)	Action|Drama
Reeds, The (2009)	Action|Horror|Thriller
The Tomb (2009)	Horror|Thriller
Supermen of Malegaon (2008)	Documentary
Baarìa (2009)	Comedy|Drama|War
Reunion (1989)	Drama
At Midnight I'll Take Your Soul (À Meia-Noite Levarei Sua Alma) (1964)	Horror
Ricky Gervais Live: Animals (2003)	Comedy
Ricky Gervais Live 2: Politics (2004)	Comedy
Wedding Weekend, The (Sing Now or Forever Hold Your Peace) (Shut Up and Sing) (2006)	Comedy|Drama
Tokyo Chorus (Tôkyô no kôrasu) (1931)	Comedy|Drama
Sex and the City 2 (2010)	Comedy|Drama|Romance
Young Winston (1972)	Adventure|Drama|War
The Black Rose (1950)	Adventure
Sniper, The (1952)	Crime|Drama|Film-Noir|Thriller
Firaaq (2008)	Drama
Chhoti Si Baat (1975)	Comedy|Romance
Brief Interviews with Hideous Men (2009)	Comedy|Drama
Get Him to the Greek (2010)	Comedy
Snarveien (Detour) (2009)	Horror|Thriller
Unthinkable (2010)	Drama|Thriller
Other Side of Midnight, The (1977)	Drama|Romance|Thriller
Our Dancing Daughters (1928)	Drama
Betrayal (1983)	Drama|Thriller
Romeo and Juliet (1936)	Drama|Romance
Drawn Together Movie: The Movie!, The (2010)	Animation|Comedy
It's Good to Be Alive (1974)	Drama
Friendship! (2010)	Comedy
Back-up Plan, The (2010)	Comedy|Romance
Splice (2009)	Horror|Sci-Fi|Thriller
Tales from the Golden Age (Amintiri din epoca de aur) (2009)	Comedy
May Fools (Milou en mai) (1990)	Comedy|Romance
Tale of Winter, A (a.k.a. A Winter's Tale) (Conte d'hiver) (1992)	Drama
Hail Mary ('Je vous salue, Marie') (1985)	Drama
No One Knows About Persian Cats (Kasi az gorbehaye irani khabar nadareh) (2009)	Drama
Burnt by the Sun 2 (Utomlyonnye solntsem 2) (2010)	Drama
Knack ...and How to Get It, The (1965)	Comedy
El Greco (2007)	Drama
Adulthood (2008)	Drama
Letters to Juliet (2010)	Drama|Romance
Descent: Part 2, The (2009)	Adventure|Horror|Thriller
41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It, The (2010)	Comedy
Reconstituirea (Reconstruction) (1968)	Comedy|Drama
Beautiful Person, The (La belle personne) (2008)	Drama|Romance
Mermaid, The (Rusalka) (2007)	Comedy|Drama|Fantasy
Humble Pie (American Fork) (2007)	Comedy|Drama
Gervaise (1956)	Drama
Wonderful World (2009)	Drama|Romance
Song of Sparrows, The (Avaze gonjeshk-ha) (2008)	Drama
Exam (2009)	Mystery|Thriller
Go, Go Second Time Virgin (Yuke yuke nidome no shojo) (1969)	Drama
Corridor, The (Koridorius) (1994)	Drama
No Time for Comedy (1940)	Comedy|Drama|Romance
How to Be (2008)	Comedy|Drama
Wheel, The (La Roue) (1923)	Drama
Dialogues with Solzhenitsyn (Uzel) (1999)	Documentary
Blood Wedding (Bodas de sangre) (1981)	Drama|Musical|Romance
It Happened Tomorrow (1944)	Comedy|Fantasy
Salaam-E-Ishq (2007)	Comedy|Drama|Musical|Romance
Chance Pe Dance (2010)	Comedy|Drama|Romance
Bless the Beasts & Children (1971)	Drama
Whoopee! (1930)	Comedy|Musical
Dr. Ehrlich's Magic Bullet (1940)	Drama
House on Telegraph Hill, The (1951)	Drama|Film-Noir|Mystery|Thriller
How About You... (2007)	Comedy|Drama
Edge of the City (1957)	Drama|Film-Noir
No Greater Love (2009)	Drama|Romance
Woman In Berlin, A (Anonyma - Eine Frau in Berlin) (2008)	Drama|War
Talhotblond: (2009)	Documentary|Thriller
Godspeed (2009)	Drama|Horror|Thriller
Tortilla Flat (1942)	Comedy|Drama|Romance
Three Little Words (1950)	Comedy|Musical|Romance
Jonah Hex (2010)	Action|Drama|Thriller|Western
A-Team, The (2010)	Action|Comedy|Thriller
Gigot (1962)	Comedy
Dhoondte Reh Jaoge (2009)	Comedy|Drama
Othello (1965)	Drama|Romance
Toy Story 3 (2010)	Adventure|Animation|Children|Comedy|Fantasy|IMAX
Joan Rivers: A Piece of Work (2010)	Documentary
No Highway in the Sky (1951)	Drama|Thriller
East Side, West Side (1949)	Crime|Drama|Romance
Adrift (À Deriva) (2009)	Drama
In the Beginning (À l'Origine) (2009)	Drama
Halloween Tree, The (1993)	Animation|Children
Ricky Gervais Live 3: Fame (2007)	Comedy
Aladin (2009)	Comedy|Fantasy|Musical|Romance
Winter's Bone (2010)	Drama|Thriller
Tell-Tale (2009)	Drama|Horror|Sci-Fi|Thriller
Drama/Mex (2006)	Drama
Dream (Bi-mong) (2008)	Drama|Fantasy|Mystery|Romance
Don't Look Back (Ne te retourne pas) (2009)	Drama|Horror|Mystery|Thriller
Mandingo (1975)	Action|Romance
Clouds of May (Mayis sikintisi) (1999)	Drama
Bad Girls (Biches, Les) (1968)	Drama|Mystery
Scalphunters, The (1968)	Comedy|Western
Nekromantik 2 (1991)	Horror
Barking Dogs Never Bite (Flandersui gae) (2000)	Comedy|Horror
Man There Was, A (Terje Vigen) (1917)	Drama
Shark in Venice (2008)	Action|Horror|Thriller
Casino Jack and the United States of Money (2010)	Documentary
Under the North Star (Täällä Pohjantähden alla) (2009)	Drama|Romance|War
Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010)	Adventure|Animation|Children|Comedy|Fantasy|IMAX
Open Road, The (2009)	Comedy|Drama
Magic Man (2009)	Crime|Mystery|Thriller
Sense of History, A (1992)	Comedy|Crime|Drama
Hot Dog Program, A (1999)	Documentary
Ashes, The (Popioly) (1965)	Drama|War
Everyone Else (Alle Anderen) (2009)	Drama|Romance
Rampage (2009)	Action|Crime|Thriller
Coming Down the Mountain (2007)	Drama
Princess Raccoon (Operetta tanuki goten) (2005)	Comedy|Fantasy|Musical|Romance
Kagerô-za (1981)	Fantasy|Romance|Thriller
Children in the Wind (Kaze no naka no kodomo) (1937)	Drama
Near East, The (El Proximo Oriente) (2006)	Comedy|Drama|Romance
Killer Inside Me, The (2010)	Crime|Drama|Thriller|Western
Wild Hunt, The (2009)	Drama|Thriller
Acla, The Descent into Floristella (La discesa di Aclà a Floristella) (1992)	Drama
I Accuse (1919)	Drama|Horror|War
Moment After 2, The: The Awakening (2006)	Drama|Sci-Fi|Thriller
Mercy Streets (2000)	Action|Crime|Drama
Guitar, The (2008)	Drama|Romance
TiMER (2009)	Comedy|Drama|Fantasy|Romance
Woman of Affairs, A (1928)	Drama
Chelsea on the Rocks (2008)	Documentary
Heart Like a Wheel (1983)	Drama
Little Dorrit (1988)	Drama|Romance
Saving God (2008)	Crime|Drama
24: Redemption (2008)	Action|Adventure|Crime|Drama|Thriller
Captain from Castile (1947)	Adventure|Drama
One of Our Aircraft Is Missing (1942)	Action|Drama|War
Diary of a Mad Housewife (1970)	Comedy|Drama
Best Worst Movie (2009)	Documentary
Beetle Queen Conquers Tokyo (2009)	Documentary
Deal, The (2003)	Drama
Special Relationship, The (2010)	Drama
Three Comrades (1938)	Drama
Twilight Saga: Eclipse, The (2010)	Fantasy|Romance|Thriller|IMAX
Solitary Man (2009)	Comedy|Drama
Hannah Free (2009)	Drama
Bluebeard (Barbe Bleue) (2009)	Fantasy
Betrayal, The (Nerakhoon) (2008)	Documentary
Wing and a Prayer (1944)	Action|Drama|War
Tomorrow at Dawn (Demain dès l'aube) (2009)	Drama
Enter the Void (2009)	Drama
Cry of the Owl, The (2009)	Drama|Thriller
World According to Monsanto, The (monde selon Monsanto, Le) (2008)	Documentary
Dream Wife (1953)	Comedy|Romance
Slender Thread, The (1965)	Drama
Accident on Hill Road (2010)	Crime|Drama|Thriller
Tennessee (2008)	Drama
Last Airbender, The (2010)	Action|Adventure|Fantasy
When Father Was Away on Business (Otac na sluzbenom putu) (1985)	Drama
Big Hand for the Little Lady, A (1966)	Comedy|Drama|Western
State of Siege (État de siège) (1972)	Drama|Thriller
